timestamp, utilization.gpu [%], utilization.memory [%], memory.used [MiB], memory.total [MiB], power.draw [W], temperature.gpu
2025/08/22 19:09:05.751, 8 %, 0 %, 1144 MiB, 81920 MiB, 64.24 W, 38
2025/08/22 19:09:15.755, 0 %, 0 %, 1144 MiB, 81920 MiB, 64.24 W, 38
2025/08/22 19:09:25.760, 5 %, 0 %, 1144 MiB, 81920 MiB, 65.46 W, 38
2025/08/22 19:09:35.764, 1 %, 0 %, 1144 MiB, 81920 MiB, 64.24 W, 38
2025/08/22 19:09:45.768, 3 %, 0 %, 1144 MiB, 81920 MiB, 64.24 W, 38
2025/08/22 19:09:55.772, 4 %, 0 %, 1144 MiB, 81920 MiB, 64.85 W, 38
2025/08/22 19:10:05.777, 0 %, 0 %, 1144 MiB, 81920 MiB, 64.24 W, 38
2025/08/22 19:10:15.782, 2 %, 0 %, 1144 MiB, 81920 MiB, 64.52 W, 38
2025/08/22 19:10:25.786, 0 %, 0 %, 1144 MiB, 81920 MiB, 64.24 W, 38
2025/08/22 19:10:35.790, 0 %, 0 %, 1144 MiB, 81920 MiB, 64.24 W, 38
2025/08/22 19:10:45.795, 9 %, 0 %, 1144 MiB, 81920 MiB, 64.24 W, 38
2025/08/22 19:10:55.799, 0 %, 0 %, 1144 MiB, 81920 MiB, 64.24 W, 38
2025/08/22 19:11:05.804, 0 %, 0 %, 1144 MiB, 81920 MiB, 64.24 W, 38
2025/08/22 19:11:15.808, 0 %, 0 %, 1144 MiB, 81920 MiB, 64.24 W, 38
2025/08/22 19:11:25.812, 0 %, 0 %, 1144 MiB, 81920 MiB, 64.24 W, 38
2025/08/22 19:11:35.816, 13 %, 0 %, 1144 MiB, 81920 MiB, 64.24 W, 38
2025/08/22 19:11:45.820, 0 %, 0 %, 1144 MiB, 81920 MiB, 64.24 W, 38
2025/08/22 19:11:55.824, 2 %, 0 %, 1144 MiB, 81920 MiB, 64.24 W, 38
2025/08/22 19:12:05.828, 0 %, 0 %, 1144 MiB, 81920 MiB, 64.24 W, 38
2025/08/22 19:12:15.834, 0 %, 0 %, 1144 MiB, 81920 MiB, 64.24 W, 38
2025/08/22 19:12:25.838, 1 %, 0 %, 1144 MiB, 81920 MiB, 63.91 W, 38
2025/08/22 19:12:35.843, 9 %, 0 %, 1144 MiB, 81920 MiB, 64.24 W, 38
2025/08/22 19:12:45.847, 0 %, 0 %, 1144 MiB, 81920 MiB, 64.24 W, 38
2025/08/22 19:12:55.852, 18 %, 0 %, 1144 MiB, 81920 MiB, 64.24 W, 38
2025/08/22 19:13:05.856, 0 %, 0 %, 1144 MiB, 81920 MiB, 64.24 W, 38
2025/08/22 19:13:15.859, 0 %, 0 %, 1144 MiB, 81920 MiB, 64.24 W, 38
2025/08/22 19:13:25.863, 1 %, 0 %, 1144 MiB, 81920 MiB, 63.91 W, 38
2025/08/22 19:13:35.867, 10 %, 0 %, 1144 MiB, 81920 MiB, 64.24 W, 38
2025/08/22 19:13:45.871, 19 %, 0 %, 1144 MiB, 81920 MiB, 66.07 W, 38
2025/08/22 19:13:55.876, 9 %, 0 %, 1144 MiB, 81920 MiB, 65.79 W, 38
2025/08/22 19:14:05.881, 5 %, 0 %, 1144 MiB, 81920 MiB, 66.40 W, 38
2025/08/22 19:14:15.885, 0 %, 0 %, 1144 MiB, 81920 MiB, 64.24 W, 38
2025/08/22 19:14:25.889, 0 %, 0 %, 1144 MiB, 81920 MiB, 64.24 W, 38
2025/08/22 19:14:35.892, 12 %, 0 %, 1144 MiB, 81920 MiB, 64.24 W, 38
2025/08/22 19:14:45.896, 0 %, 0 %, 1144 MiB, 81920 MiB, 63.91 W, 38
2025/08/22 19:14:55.900, 1 %, 0 %, 1144 MiB, 81920 MiB, 64.24 W, 38
2025/08/22 19:15:05.904, 9 %, 0 %, 1144 MiB, 81920 MiB, 64.24 W, 38
2025/08/22 19:15:15.908, 1 %, 0 %, 1144 MiB, 81920 MiB, 64.24 W, 38
2025/08/22 19:15:25.912, 0 %, 0 %, 1144 MiB, 81920 MiB, 64.24 W, 38
2025/08/22 19:15:35.915, 0 %, 0 %, 1144 MiB, 81920 MiB, 63.91 W, 38
2025/08/22 19:15:45.920, 0 %, 0 %, 1144 MiB, 81920 MiB, 64.24 W, 38
2025/08/22 19:15:55.924, 0 %, 0 %, 1144 MiB, 81920 MiB, 63.91 W, 38
2025/08/22 19:16:05.928, 3 %, 0 %, 1144 MiB, 81920 MiB, 67.29 W, 38
2025/08/22 19:16:15.931, 0 %, 0 %, 1144 MiB, 81920 MiB, 63.91 W, 38
2025/08/22 19:16:25.935, 8 %, 0 %, 1144 MiB, 81920 MiB, 64.24 W, 38
2025/08/22 19:16:35.939, 0 %, 0 %, 1144 MiB, 81920 MiB, 64.24 W, 38
2025/08/22 19:16:45.943, 0 %, 0 %, 1144 MiB, 81920 MiB, 63.91 W, 38
2025/08/22 19:16:55.947, 0 %, 0 %, 1144 MiB, 81920 MiB, 63.91 W, 38
2025/08/22 19:17:05.951, 1 %, 0 %, 1144 MiB, 81920 MiB, 63.91 W, 38
2025/08/22 19:17:15.954, 6 %, 0 %, 1144 MiB, 81920 MiB, 63.91 W, 38
2025/08/22 19:17:25.959, 0 %, 0 %, 1144 MiB, 81920 MiB, 63.91 W, 38
2025/08/22 19:17:35.964, 0 %, 0 %, 1144 MiB, 81920 MiB, 64.24 W, 38
2025/08/22 19:17:45.968, 0 %, 0 %, 1144 MiB, 81920 MiB, 63.91 W, 38
2025/08/22 19:17:55.973, 8 %, 0 %, 1144 MiB, 81920 MiB, 63.91 W, 38
2025/08/22 19:18:05.979, 0 %, 0 %, 1144 MiB, 81920 MiB, 63.91 W, 38
2025/08/22 19:18:15.983, 0 %, 0 %, 1144 MiB, 81920 MiB, 68.56 W, 38
2025/08/22 19:18:25.987, 8 %, 0 %, 1144 MiB, 81920 MiB, 63.91 W, 38
2025/08/22 19:18:35.993, 0 %, 0 %, 1144 MiB, 81920 MiB, 64.24 W, 38
2025/08/22 19:18:45.996, 0 %, 0 %, 1144 MiB, 81920 MiB, 63.91 W, 38
2025/08/22 19:18:56.000, 0 %, 0 %, 1144 MiB, 81920 MiB, 63.91 W, 38
2025/08/22 19:19:06.004, 0 %, 0 %, 1144 MiB, 81920 MiB, 63.91 W, 38
2025/08/22 19:19:16.008, 0 %, 0 %, 1144 MiB, 81920 MiB, 63.91 W, 38
2025/08/22 19:19:26.012, 0 %, 0 %, 1144 MiB, 81920 MiB, 63.91 W, 38
2025/08/22 19:19:36.016, 15 %, 0 %, 1144 MiB, 81920 MiB, 67.01 W, 38
2025/08/22 19:19:46.021, 0 %, 0 %, 1144 MiB, 81920 MiB, 63.91 W, 37
2025/08/22 19:19:56.025, 11 %, 0 %, 1144 MiB, 81920 MiB, 63.91 W, 38
2025/08/22 19:20:06.029, 0 %, 0 %, 1144 MiB, 81920 MiB, 63.91 W, 37
2025/08/22 19:20:16.033, 5 %, 0 %, 1144 MiB, 81920 MiB, 64.52 W, 38
2025/08/22 19:20:26.037, 0 %, 0 %, 1144 MiB, 81920 MiB, 63.91 W, 37
2025/08/22 19:20:36.040, 13 %, 0 %, 1144 MiB, 81920 MiB, 65.13 W, 37
2025/08/22 19:20:46.044, 4 %, 0 %, 1144 MiB, 81920 MiB, 67.63 W, 38
2025/08/22 19:20:56.048, 0 %, 0 %, 1144 MiB, 81920 MiB, 63.91 W, 37
2025/08/22 19:21:06.052, 5 %, 0 %, 1144 MiB, 81920 MiB, 65.46 W, 37
2025/08/22 19:21:16.058, 0 %, 0 %, 1144 MiB, 81920 MiB, 63.91 W, 37
2025/08/22 19:21:26.062, 0 %, 0 %, 1144 MiB, 81920 MiB, 63.91 W, 37
2025/08/22 19:21:36.067, 0 %, 0 %, 1144 MiB, 81920 MiB, 63.91 W, 37
2025/08/22 19:21:46.072, 0 %, 0 %, 1144 MiB, 81920 MiB, 64.85 W, 37
2025/08/22 19:21:56.076, 7 %, 0 %, 1144 MiB, 81920 MiB, 63.91 W, 37
2025/08/22 19:22:06.080, 0 %, 0 %, 1144 MiB, 81920 MiB, 63.91 W, 37
2025/08/22 19:22:16.086, 5 %, 0 %, 1144 MiB, 81920 MiB, 66.40 W, 37
2025/08/22 19:22:26.091, 0 %, 0 %, 1144 MiB, 81920 MiB, 63.91 W, 37
2025/08/22 19:22:36.095, 4 %, 0 %, 1144 MiB, 81920 MiB, 63.91 W, 37
2025/08/22 19:22:46.099, 0 %, 0 %, 1144 MiB, 81920 MiB, 63.91 W, 37
2025/08/22 19:22:56.103, 0 %, 0 %, 1144 MiB, 81920 MiB, 65.46 W, 37
2025/08/22 19:23:06.107, 0 %, 0 %, 1144 MiB, 81920 MiB, 63.91 W, 37
2025/08/22 19:23:16.111, 6 %, 0 %, 1144 MiB, 81920 MiB, 65.13 W, 37
2025/08/22 19:23:26.115, 15 %, 0 %, 1144 MiB, 81920 MiB, 63.91 W, 37
2025/08/22 19:23:36.119, 12 %, 0 %, 1144 MiB, 81920 MiB, 63.91 W, 37
2025/08/22 19:23:46.123, 3 %, 0 %, 1144 MiB, 81920 MiB, 64.85 W, 37
2025/08/22 19:23:56.127, 0 %, 0 %, 1144 MiB, 81920 MiB, 63.91 W, 37
2025/08/22 19:24:06.132, 0 %, 0 %, 1144 MiB, 81920 MiB, 63.91 W, 37
2025/08/22 19:24:16.137, 0 %, 0 %, 1144 MiB, 81920 MiB, 64.24 W, 37
2025/08/22 19:24:26.141, 1 %, 0 %, 1144 MiB, 81920 MiB, 63.91 W, 37
2025/08/22 19:24:36.146, 0 %, 0 %, 1144 MiB, 81920 MiB, 63.91 W, 37
2025/08/22 19:24:46.151, 8 %, 0 %, 1144 MiB, 81920 MiB, 63.91 W, 37
2025/08/22 19:24:56.155, 0 %, 0 %, 1144 MiB, 81920 MiB, 63.91 W, 37
2025/08/22 19:25:06.159, 11 %, 0 %, 1144 MiB, 81920 MiB, 63.91 W, 37
2025/08/22 19:25:16.163, 0 %, 0 %, 1144 MiB, 81920 MiB, 64.24 W, 37
2025/08/22 19:25:26.168, 0 %, 0 %, 1144 MiB, 81920 MiB, 63.91 W, 37
2025/08/22 19:25:36.174, 1 %, 0 %, 1144 MiB, 81920 MiB, 63.91 W, 37
2025/08/22 19:25:46.178, 0 %, 0 %, 1144 MiB, 81920 MiB, 63.91 W, 37
2025/08/22 19:25:56.181, 6 %, 0 %, 1144 MiB, 81920 MiB, 63.91 W, 37
2025/08/22 19:26:06.185, 0 %, 0 %, 1144 MiB, 81920 MiB, 63.91 W, 37
2025/08/22 19:26:16.188, 1 %, 0 %, 1144 MiB, 81920 MiB, 63.91 W, 37
2025/08/22 19:26:26.193, 0 %, 0 %, 1144 MiB, 81920 MiB, 63.91 W, 37
2025/08/22 19:26:36.197, 13 %, 0 %, 1144 MiB, 81920 MiB, 65.13 W, 37
2025/08/22 19:26:46.200, 0 %, 0 %, 1144 MiB, 81920 MiB, 63.63 W, 37
2025/08/22 19:26:56.204, 2 %, 0 %, 1144 MiB, 81920 MiB, 63.91 W, 37
2025/08/22 19:27:06.208, 0 %, 0 %, 1144 MiB, 81920 MiB, 63.63 W, 37
2025/08/22 19:27:16.213, 2 %, 0 %, 1144 MiB, 81920 MiB, 66.40 W, 37
2025/08/22 19:27:26.218, 5 %, 0 %, 1144 MiB, 81920 MiB, 64.24 W, 37
2025/08/22 19:27:36.222, 0 %, 0 %, 1144 MiB, 81920 MiB, 63.91 W, 37
2025/08/22 19:27:46.226, 2 %, 0 %, 1144 MiB, 81920 MiB, 67.29 W, 37
2025/08/22 19:27:56.230, 0 %, 0 %, 1144 MiB, 81920 MiB, 63.63 W, 37
2025/08/22 19:28:06.234, 8 %, 0 %, 1144 MiB, 81920 MiB, 63.91 W, 37
2025/08/22 19:28:16.238, 13 %, 0 %, 1144 MiB, 81920 MiB, 65.46 W, 37
2025/08/22 19:28:26.242, 15 %, 0 %, 1144 MiB, 81920 MiB, 63.91 W, 37
2025/08/22 19:28:36.246, 0 %, 0 %, 1144 MiB, 81920 MiB, 63.91 W, 37
2025/08/22 19:28:46.250, 1 %, 0 %, 1144 MiB, 81920 MiB, 63.91 W, 37
2025/08/22 19:28:56.254, 0 %, 0 %, 1144 MiB, 81920 MiB, 64.24 W, 37
2025/08/22 19:29:06.261, 7 %, 0 %, 1144 MiB, 81920 MiB, 63.63 W, 37
2025/08/22 19:29:16.265, 0 %, 0 %, 1144 MiB, 81920 MiB, 65.13 W, 37
2025/08/22 19:29:26.269, 0 %, 0 %, 1144 MiB, 81920 MiB, 63.63 W, 37
2025/08/22 19:29:36.275, 0 %, 0 %, 1144 MiB, 81920 MiB, 63.63 W, 37
2025/08/22 19:29:46.279, 2 %, 0 %, 1144 MiB, 81920 MiB, 63.91 W, 37
2025/08/22 19:29:56.282, 0 %, 0 %, 1144 MiB, 81920 MiB, 63.63 W, 37
2025/08/22 19:30:06.287, 20 %, 0 %, 1144 MiB, 81920 MiB, 65.13 W, 37
2025/08/22 19:30:16.291, 0 %, 0 %, 1144 MiB, 81920 MiB, 63.63 W, 37
2025/08/22 19:30:26.295, 0 %, 0 %, 1144 MiB, 81920 MiB, 63.63 W, 37
2025/08/22 19:30:36.299, 1 %, 0 %, 1144 MiB, 81920 MiB, 63.63 W, 37
2025/08/22 19:30:46.303, 0 %, 0 %, 1144 MiB, 81920 MiB, 63.63 W, 37
2025/08/22 19:30:56.307, 5 %, 0 %, 1144 MiB, 81920 MiB, 63.91 W, 37
2025/08/22 19:31:06.311, 4 %, 0 %, 1144 MiB, 81920 MiB, 63.91 W, 37
2025/08/22 19:31:16.315, 0 %, 0 %, 1144 MiB, 81920 MiB, 63.91 W, 37
2025/08/22 19:31:26.319, 1 %, 0 %, 1144 MiB, 81920 MiB, 63.63 W, 37
2025/08/22 19:31:36.323, 3 %, 0 %, 1144 MiB, 81920 MiB, 63.63 W, 37
2025/08/22 19:31:46.327, 15 %, 0 %, 1144 MiB, 81920 MiB, 64.24 W, 37
2025/08/22 19:31:56.331, 12 %, 0 %, 1144 MiB, 81920 MiB, 65.46 W, 37
2025/08/22 19:32:06.335, 0 %, 0 %, 1144 MiB, 81920 MiB, 63.91 W, 37
2025/08/22 19:32:16.339, 0 %, 0 %, 1144 MiB, 81920 MiB, 63.91 W, 37
2025/08/22 19:32:26.343, 0 %, 0 %, 1144 MiB, 81920 MiB, 63.63 W, 37
2025/08/22 19:32:36.347, 0 %, 0 %, 1144 MiB, 81920 MiB, 63.63 W, 37
2025/08/22 19:32:46.351, 1 %, 0 %, 1144 MiB, 81920 MiB, 63.91 W, 37
2025/08/22 19:32:56.354, 0 %, 0 %, 1144 MiB, 81920 MiB, 63.63 W, 37
2025/08/22 19:33:06.358, 1 %, 0 %, 1144 MiB, 81920 MiB, 66.40 W, 37
2025/08/22 19:33:16.361, 0 %, 0 %, 1144 MiB, 81920 MiB, 63.91 W, 37
2025/08/22 19:33:26.366, 0 %, 0 %, 1144 MiB, 81920 MiB, 67.01 W, 37
2025/08/22 19:33:36.372, 0 %, 0 %, 1144 MiB, 81920 MiB, 63.63 W, 37
2025/08/22 19:33:46.376, 0 %, 0 %, 1144 MiB, 81920 MiB, 63.63 W, 37
2025/08/22 19:33:56.380, 0 %, 0 %, 1144 MiB, 81920 MiB, 63.63 W, 37
2025/08/22 19:34:06.385, 0 %, 0 %, 1144 MiB, 81920 MiB, 63.91 W, 37
2025/08/22 19:34:16.388, 1 %, 0 %, 1144 MiB, 81920 MiB, 63.91 W, 37
2025/08/22 19:34:26.392, 0 %, 0 %, 1144 MiB, 81920 MiB, 63.91 W, 37
2025/08/22 19:34:36.396, 2 %, 0 %, 1144 MiB, 81920 MiB, 63.63 W, 37
2025/08/22 19:34:46.400, 0 %, 0 %, 1144 MiB, 81920 MiB, 63.63 W, 37
2025/08/22 19:34:56.404, 0 %, 0 %, 1144 MiB, 81920 MiB, 63.63 W, 37
2025/08/22 19:35:06.409, 3 %, 0 %, 1144 MiB, 81920 MiB, 63.91 W, 37
2025/08/22 19:35:16.413, 6 %, 0 %, 1144 MiB, 81920 MiB, 63.91 W, 37
2025/08/22 19:35:26.417, 3 %, 0 %, 1144 MiB, 81920 MiB, 63.91 W, 37
2025/08/22 19:35:36.421, 0 %, 0 %, 1144 MiB, 81920 MiB, 63.91 W, 37
2025/08/22 19:35:46.425, 0 %, 0 %, 1144 MiB, 81920 MiB, 63.63 W, 37
2025/08/22 19:35:56.430, 2 %, 0 %, 1144 MiB, 81920 MiB, 64.52 W, 37
2025/08/22 19:36:06.434, 1 %, 0 %, 1144 MiB, 81920 MiB, 63.63 W, 37
2025/08/22 19:36:16.437, 9 %, 0 %, 1144 MiB, 81920 MiB, 63.91 W, 37
2025/08/22 19:36:26.442, 3 %, 0 %, 1144 MiB, 81920 MiB, 64.52 W, 37
2025/08/22 19:36:36.446, 0 %, 0 %, 1144 MiB, 81920 MiB, 63.63 W, 37
2025/08/22 19:36:46.450, 0 %, 0 %, 1144 MiB, 81920 MiB, 64.24 W, 37
2025/08/22 19:36:56.454, 12 %, 0 %, 1144 MiB, 81920 MiB, 63.63 W, 37
2025/08/22 19:37:06.458, 0 %, 0 %, 1144 MiB, 81920 MiB, 63.63 W, 37
2025/08/22 19:37:16.461, 0 %, 0 %, 1144 MiB, 81920 MiB, 63.91 W, 37
2025/08/22 19:37:26.464, 14 %, 0 %, 1144 MiB, 81920 MiB, 65.46 W, 37
2025/08/22 19:37:36.468, 0 %, 0 %, 1144 MiB, 81920 MiB, 63.91 W, 37
2025/08/22 19:37:46.472, 0 %, 0 %, 1144 MiB, 81920 MiB, 63.91 W, 37
2025/08/22 19:37:56.476, 0 %, 0 %, 1144 MiB, 81920 MiB, 63.63 W, 37
2025/08/22 19:38:06.480, 0 %, 0 %, 1144 MiB, 81920 MiB, 64.52 W, 37
2025/08/22 19:38:16.484, 2 %, 0 %, 1144 MiB, 81920 MiB, 63.91 W, 37
2025/08/22 19:38:26.488, 0 %, 0 %, 1144 MiB, 81920 MiB, 63.91 W, 37
2025/08/22 19:38:36.492, 19 %, 0 %, 1144 MiB, 81920 MiB, 63.91 W, 37
2025/08/22 19:38:46.495, 2 %, 0 %, 1144 MiB, 81920 MiB, 66.07 W, 37
2025/08/22 19:38:56.501, 0 %, 0 %, 1144 MiB, 81920 MiB, 63.91 W, 37
2025/08/22 19:39:06.506, 0 %, 0 %, 1144 MiB, 81920 MiB, 63.63 W, 37
2025/08/22 19:39:16.509, 13 %, 0 %, 1144 MiB, 81920 MiB, 65.13 W, 37
2025/08/22 19:39:26.512, 4 %, 0 %, 1144 MiB, 81920 MiB, 66.68 W, 37
2025/08/22 19:39:36.517, 2 %, 0 %, 1144 MiB, 81920 MiB, 63.91 W, 37
2025/08/22 19:39:46.521, 0 %, 0 %, 1144 MiB, 81920 MiB, 63.91 W, 37
2025/08/22 19:39:56.525, 0 %, 0 %, 1144 MiB, 81920 MiB, 63.91 W, 37
2025/08/22 19:40:06.529, 8 %, 0 %, 1144 MiB, 81920 MiB, 63.91 W, 37
2025/08/22 19:40:16.535, 0 %, 0 %, 1144 MiB, 81920 MiB, 63.63 W, 37
2025/08/22 19:40:26.541, 0 %, 0 %, 1144 MiB, 81920 MiB, 63.63 W, 37
2025/08/22 19:40:36.545, 1 %, 0 %, 1144 MiB, 81920 MiB, 63.91 W, 37
2025/08/22 19:40:46.549, 0 %, 0 %, 1144 MiB, 81920 MiB, 63.91 W, 37
2025/08/22 19:40:56.553, 3 %, 0 %, 1144 MiB, 81920 MiB, 68.56 W, 37
2025/08/22 19:41:06.557, 0 %, 0 %, 1144 MiB, 81920 MiB, 63.91 W, 37
2025/08/22 19:41:16.561, 3 %, 0 %, 1144 MiB, 81920 MiB, 63.91 W, 37
2025/08/22 19:41:26.565, 0 %, 0 %, 1144 MiB, 81920 MiB, 63.91 W, 37
2025/08/22 19:41:36.570, 1 %, 0 %, 1144 MiB, 81920 MiB, 63.91 W, 37
2025/08/22 19:41:46.573, 0 %, 0 %, 1144 MiB, 81920 MiB, 63.91 W, 37
2025/08/22 19:41:56.578, 0 %, 0 %, 1144 MiB, 81920 MiB, 63.91 W, 37
2025/08/22 19:42:06.583, 0 %, 0 %, 1144 MiB, 81920 MiB, 63.91 W, 37
2025/08/22 19:42:16.587, 0 %, 0 %, 1144 MiB, 81920 MiB, 63.91 W, 37
2025/08/22 19:42:26.591, 9 %, 0 %, 1144 MiB, 81920 MiB, 63.91 W, 37
2025/08/22 19:42:36.596, 0 %, 0 %, 1144 MiB, 81920 MiB, 63.91 W, 37
2025/08/22 19:42:46.600, 14 %, 0 %, 1144 MiB, 81920 MiB, 66.40 W, 37
2025/08/22 19:42:56.604, 4 %, 0 %, 1144 MiB, 81920 MiB, 65.13 W, 37
2025/08/22 19:43:06.608, 3 %, 0 %, 1144 MiB, 81920 MiB, 63.91 W, 37
2025/08/22 19:43:16.612, 4 %, 0 %, 1144 MiB, 81920 MiB, 67.29 W, 37
2025/08/22 19:43:26.617, 2 %, 0 %, 1144 MiB, 81920 MiB, 67.29 W, 37
2025/08/22 19:43:36.621, 15 %, 0 %, 1144 MiB, 81920 MiB, 67.01 W, 37
2025/08/22 19:43:46.625, 0 %, 0 %, 1144 MiB, 81920 MiB, 63.91 W, 37
2025/08/22 19:43:56.628, 0 %, 0 %, 1144 MiB, 81920 MiB, 63.91 W, 37
2025/08/22 19:44:06.632, 0 %, 0 %, 1144 MiB, 81920 MiB, 63.91 W, 37
2025/08/22 19:44:16.635, 1 %, 0 %, 1144 MiB, 81920 MiB, 67.29 W, 37
2025/08/22 19:44:26.639, 0 %, 0 %, 1144 MiB, 81920 MiB, 63.91 W, 37
2025/08/22 19:44:36.643, 0 %, 0 %, 1144 MiB, 81920 MiB, 63.91 W, 37
2025/08/22 19:44:46.648, 12 %, 0 %, 1144 MiB, 81920 MiB, 65.13 W, 37
2025/08/22 19:44:56.652, 9 %, 0 %, 1144 MiB, 81920 MiB, 64.52 W, 37
2025/08/22 19:45:06.656, 1 %, 0 %, 1144 MiB, 81920 MiB, 63.91 W, 37
2025/08/22 19:45:16.660, 0 %, 0 %, 1144 MiB, 81920 MiB, 63.91 W, 37
2025/08/22 19:45:26.664, 1 %, 0 %, 1144 MiB, 81920 MiB, 66.07 W, 37
2025/08/22 19:45:36.668, 0 %, 0 %, 1144 MiB, 81920 MiB, 63.91 W, 37
2025/08/22 19:45:46.672, 0 %, 0 %, 1144 MiB, 81920 MiB, 63.91 W, 37
2025/08/22 19:45:56.676, 3 %, 0 %, 1144 MiB, 81920 MiB, 63.91 W, 37
2025/08/22 19:46:06.679, 0 %, 0 %, 1144 MiB, 81920 MiB, 63.91 W, 37
2025/08/22 19:46:16.683, 0 %, 0 %, 1144 MiB, 81920 MiB, 63.91 W, 37
2025/08/22 19:46:26.687, 0 %, 0 %, 1144 MiB, 81920 MiB, 63.91 W, 37
2025/08/22 19:46:36.691, 10 %, 0 %, 1144 MiB, 81920 MiB, 64.24 W, 38
2025/08/22 19:46:46.694, 0 %, 0 %, 1144 MiB, 81920 MiB, 63.91 W, 38
2025/08/22 19:46:56.698, 9 %, 0 %, 1144 MiB, 81920 MiB, 63.91 W, 38
2025/08/22 19:47:06.704, 1 %, 0 %, 1144 MiB, 81920 MiB, 63.91 W, 38
2025/08/22 19:47:16.707, 0 %, 0 %, 1144 MiB, 81920 MiB, 63.91 W, 38
2025/08/22 19:47:26.711, 7 %, 0 %, 1144 MiB, 81920 MiB, 63.91 W, 38
2025/08/22 19:47:36.715, 7 %, 0 %, 1144 MiB, 81920 MiB, 66.07 W, 38
2025/08/22 19:47:46.718, 1 %, 0 %, 1144 MiB, 81920 MiB, 63.91 W, 38
2025/08/22 19:47:56.722, 0 %, 0 %, 1144 MiB, 81920 MiB, 64.24 W, 38
2025/08/22 19:48:06.725, 0 %, 0 %, 1144 MiB, 81920 MiB, 64.52 W, 38
2025/08/22 19:48:16.730, 7 %, 0 %, 1144 MiB, 81920 MiB, 63.91 W, 38
2025/08/22 19:48:26.734, 0 %, 0 %, 1144 MiB, 81920 MiB, 63.91 W, 38
2025/08/22 19:48:36.737, 0 %, 0 %, 1144 MiB, 81920 MiB, 63.91 W, 38
2025/08/22 19:48:46.741, 0 %, 0 %, 1144 MiB, 81920 MiB, 64.24 W, 38
2025/08/22 19:48:56.745, 2 %, 0 %, 1144 MiB, 81920 MiB, 64.24 W, 38
2025/08/22 19:49:06.749, 10 %, 0 %, 1144 MiB, 81920 MiB, 63.91 W, 38
2025/08/22 19:49:16.753, 0 %, 0 %, 1144 MiB, 81920 MiB, 63.91 W, 38
2025/08/22 19:49:26.757, 1 %, 0 %, 1144 MiB, 81920 MiB, 63.91 W, 38
2025/08/22 19:49:36.763, 0 %, 0 %, 1144 MiB, 81920 MiB, 63.91 W, 38
2025/08/22 19:49:46.767, 6 %, 0 %, 1144 MiB, 81920 MiB, 64.24 W, 38
2025/08/22 19:49:56.770, 0 %, 0 %, 1144 MiB, 81920 MiB, 64.24 W, 38
2025/08/22 19:50:06.774, 0 %, 0 %, 1144 MiB, 81920 MiB, 64.24 W, 38
2025/08/22 19:50:16.778, 0 %, 0 %, 1144 MiB, 81920 MiB, 64.24 W, 38
2025/08/22 19:50:26.782, 15 %, 0 %, 1144 MiB, 81920 MiB, 63.91 W, 38
2025/08/22 19:50:36.785, 0 %, 0 %, 1144 MiB, 81920 MiB, 64.24 W, 38
2025/08/22 19:50:46.789, 0 %, 0 %, 1144 MiB, 81920 MiB, 63.91 W, 38
2025/08/22 19:50:56.794, 10 %, 0 %, 1144 MiB, 81920 MiB, 64.24 W, 38
2025/08/22 19:51:06.798, 0 %, 0 %, 1144 MiB, 81920 MiB, 64.24 W, 38
2025/08/22 19:51:16.802, 0 %, 0 %, 1144 MiB, 81920 MiB, 64.24 W, 38
2025/08/22 19:51:26.805, 9 %, 0 %, 1144 MiB, 81920 MiB, 63.91 W, 38
2025/08/22 19:51:36.809, 0 %, 0 %, 1144 MiB, 81920 MiB, 64.52 W, 38
2025/08/22 19:51:46.813, 0 %, 0 %, 1144 MiB, 81920 MiB, 64.24 W, 38
2025/08/22 19:51:56.818, 0 %, 0 %, 1144 MiB, 81920 MiB, 64.24 W, 38
2025/08/22 19:52:06.822, 0 %, 0 %, 1144 MiB, 81920 MiB, 64.24 W, 38
2025/08/22 19:52:16.827, 0 %, 0 %, 1144 MiB, 81920 MiB, 64.24 W, 38
2025/08/22 19:52:26.831, 0 %, 0 %, 1144 MiB, 81920 MiB, 64.24 W, 38
2025/08/22 19:52:36.834, 1 %, 0 %, 1144 MiB, 81920 MiB, 63.91 W, 38
2025/08/22 19:52:46.839, 0 %, 0 %, 1144 MiB, 81920 MiB, 64.24 W, 38
2025/08/22 19:52:56.843, 0 %, 0 %, 1144 MiB, 81920 MiB, 64.24 W, 38
2025/08/22 19:53:06.847, 0 %, 0 %, 1144 MiB, 81920 MiB, 64.24 W, 38
2025/08/22 19:53:16.852, 2 %, 0 %, 1144 MiB, 81920 MiB, 67.63 W, 38
2025/08/22 19:53:26.856, 0 %, 0 %, 1144 MiB, 81920 MiB, 64.24 W, 38
2025/08/22 19:53:36.859, 0 %, 0 %, 1144 MiB, 81920 MiB, 63.91 W, 38
2025/08/22 19:53:46.863, 0 %, 0 %, 1144 MiB, 81920 MiB, 64.24 W, 38
2025/08/22 19:53:56.866, 0 %, 0 %, 1144 MiB, 81920 MiB, 64.24 W, 38
2025/08/22 19:54:06.870, 6 %, 0 %, 1144 MiB, 81920 MiB, 67.63 W, 38
2025/08/22 19:54:16.873, 15 %, 0 %, 1144 MiB, 81920 MiB, 64.24 W, 38
2025/08/22 19:54:26.878, 0 %, 0 %, 1144 MiB, 81920 MiB, 64.24 W, 38
